OrderID;OrderDate;CustomerID;Product;Quantity;UnitPrice;Status;Channel
202400802;2024-03-31;46;USB-C Hub;9;€560.63;cancelled;Phone Order
202400678;2024-04-13;67;Headset;4;€206.24;shipped;mobile
202400044;2024-02-03;65;Laptop Pro;1;€800.28;completed;mobile
202400991;2024-09-07;5;4K Monitor;8;€1,114.74;completed;web
202400071;2024-06-19;68;Webcam HD;13;€1,667.93;completed;Phone Order
202400705;2024-11-30;10;Tablet;12;€1,157.47;completed;In-Store
202400909;2024-10-18;7;Desk Lamp;8;€992.42;completed;mobile
202400211;2024-08-04;50;Standing Desk;11;€1,252.65;shipped;mobile
202400600;2024-03-31;3;Desk Lamp;2;€48.20;completed;mobile
202400307;2024-10-15;42;Headset;3;€344.54;Pending ;Phone Order
202400479;2024-07-14;57; Headset ;12;€560.91;completed;web
202400949;2024-03-23;29;Wireless Mouse;3;€1,916.84;Completed;mobile
202400876;2024-08-18;8;Docking Station;1;€340.25;refunded;mobile
202400598;2024-04-16;63;Docking Station;1;€1,121.41;refunded;web
202401070;2024-06-08;42;Power Bank;10;€692.36;pending;mobile
202401163;2024-03-21;6;Docking Station;7;€232.62;completed;mobile
202400232;2024-06-12;54;Webcam HD;2;€398.51;pending;mobile
202400839;2024-01-31;11;Standing Desk;3;€1,730.22;completed;web
202400372;2024-06-08;6;Laptop Pro;6;€1,414.67;completed;web
202400714;2024-01-30;3;Tablet;5;€670.18;completed;mobile
202400426;2024-10-05;59;Headset;6;€428.77;completed;web
202401165;2024-08-20;80;Mechanical Keyboard;6;€275.35;pending;mobile
202400782;2024-09-01;63; Smartphone ;10;€69.79;completed;mobile
202401153;2024-08-28;22; Power Bank ;5;€488.08;shipped;web
202400295;2024-01-22;71;Headset;4;€468.44;shipped;mobile
202400452;2024-09-13;48;Wireless Mouse;6;€1,177.81;completed;web
202400590;2024-12-05;27;Tablet;14;€806.29;shipped;mobile
202400411;2024-02-13;75; Smartphone ;3;€1,567.12;completed;mobile
202400586;2024-08-02;55;Headset;9;€391.07;completed;In-Store
202400950;2024-02-07;46;Wireless Mouse;2;€1,619.80;completed;web
202400694;2024-07-05;54;Smartphone;6;€1,446.15;completed;web
202400579;2024-02-25;61;Headset;13;€405.42;cancelled;web
202401159;2024-05-31;7;Tablet;6;€1,912.72;cancelled;mobile
202400889;2024-06-22;54;Office Chair;11;€1,739.06;pending;mobile
202400891;2024-09-11;58;Cable Kit;9;€1,838.32;pending;mobile
202400197;2024-03-08;48;Headset;7;€1,491.90;pending;mobile
202400744;2024-08-16;38; Power Bank ;4;€1,971.00;Completed;mobile
202400366;2024-05-12;48;Cable Kit;5;€1,736.98;cancelled;mobile
202400124;2024-04-17;70;USB-C Hub;8;€1,509.84;completed;web
202401038;2024-10-09;21;Smartphone;4;€790.09;pending;web
202400045;2024-10-11;50;Desk Lamp;1;€343.63;pending;In-Store
202400757;2024-09-16;42;USB-C Hub;2;€581.66;Completed;web
202400680;2024-09-09;34;Webcam HD;2;€1,496.94;cancelled;mobile
202400936;2024-09-09;32;Tablet;4;€44.92;completed;mobile
202401181;2024-02-27;61;Smartphone;4;€871.42;completed;web
202400440;2024-06-16;26; Cable Kit ;14;€126.17;pending;web
202401016;2024-08-31;26;Standing Desk;4;€480.21;completed;mobile
202400108;2024-03-02;22;Office Chair;-2;€130.96;completed;In-Store
202400082;2024-06-07;17;USB-C Hub;13;€979.16;completed;Phone Order
;;;;;;;
